Post ID,Title,Publish Date
oigddc,$shib volume up in hrs moon landing scheduled for aug nd 🚀 🌝 coinbase robinhood set to allow trading in next months 🤤 coin rally can and will work if the community pushes hard enough set the 👀 on the prize and lets get this thing sprinting big push eat the china regulations alive,2021-07-11 17:39:37
oigde5,didi meme lets show china who is the boss squeeze ccp $ stock,2021-07-11 17:39:39
oigeos,serious k car fund to grow over years how would you,2021-07-11 17:41:49
oigfxt,quad a unrecognized valueto the moon maybe beyond,2021-07-11 17:43:55
oigg5n,if this doesnt get you jacked to the tits i dont know what will,2021-07-11 17:44:18
oigg61,homebuilder stocks,2021-07-11 17:44:20
oiggn0,hzo i like the stock and boating,2021-07-11 17:45:06
oiggzr,homebuilder stocks,2021-07-11 17:45:43
oight2,can we send dog e to the moon 🚀🌔,2021-07-11 17:47:05
oigj68,omg whats happening with nok tonight,2021-07-11 17:49:27
oigjun,to the moon,2021-07-11 17:50:36
oigkbf,yolo for real this my bros account and he bleeding,2021-07-11 17:51:23
oigkz3,best stock apps to use besides robinhood,2021-07-11 17:52:34
oiglqk,best stock apps to use besides robinhood saw the recent backlash on robinhood and i want to move dont know which apps provide an open and fair market for trading suggestions,2021-07-11 17:53:54
oigogu,mgti stock ¡¡¡¡¡¡¡¡¡¡¡,2021-07-11 17:58:47
oigpc7,what are your moves tomorrow july,2021-07-11 18:00:12
oigq0l,my balls,2021-07-11 18:01:15
oigu9y,bank fds for fall,2021-07-11 18:08:19
oigue8,$spce i will be waiting for you to hit moon soon 🚀🚀🧑‍🚀🧑‍🚀,2021-07-11 18:08:29
oigues,still a retard,2021-07-11 18:08:31
oigvc3,i dont care how much flack im going to get for saying what needs to be said,2021-07-11 18:10:05
oigxzy,ladies and gentlemen the footage we all been waiting for added some music i made since the video contained no audio enjoy and congratulations spce 🚀,2021-07-11 18:14:50
oigydi,$east to the moon,2021-07-11 18:15:25
oigyjd,ftds from,2021-07-11 18:15:41
oigyuc,i think with this news we may see $dis get a big pop tomorrow,2021-07-11 18:16:10
oigz1m,saw this on the fwy today,2021-07-11 18:16:27
oih1jy,amc yolo gains k position k selling premium,2021-07-11 18:20:35
oih1m4,ftds from sec,2021-07-11 18:20:41
oih2wc,yellow and blue macaw with one wing open perched on a wooden stick,2021-07-11 18:22:56
oih44a,depressed english apes while the world laughs on congrats italian silverbacks 🇮🇹 and gtla this week 🚀 💎 🤲 🦍,2021-07-11 18:25:01
oih67o,spce virgin galactic buy calls,2021-07-11 18:28:42
oih792,bullish reversal next week change my mind🤷‍♂️ and the hedges dont know how fucked they actually are they spent months bring this down and thats all they got🤣 buying more when i get paid on the i like legos,2021-07-11 18:30:31
oih7g0,what value does spce reach tomorrow 🤔,2021-07-11 18:30:51
oih8ia,$viac tendies,2021-07-11 18:32:40
oih90x,what value does spce reach tomorrow 🤔,2021-07-11 18:33:38
oihc1b,requesting an expert ape for dd on this tiny little stock $yten,2021-07-11 18:38:48
oihd58,amc and gme holders please read it,2021-07-11 18:40:46
oihd7s,some of the top trending stocks on reddit this weekend,2021-07-11 18:40:54
oihdge,ladies and gentlemen the hd footage of todays crewed spaceflight added some music i made since the video contained no audio congratulations spce 🚀,2021-07-11 18:41:18
oihgxg,ftds,2021-07-11 18:47:27
oihjrl,good thing im a peasant and have a day job,2021-07-11 18:52:16
oihkeb,power profit tradesyoure making more and more headlines,2021-07-11 18:53:23
oihl1r,this is a dream,2021-07-11 18:54:32
oihlm5,great job kids love getting these your disruption is effective take no ones advice but your own,2021-07-11 18:55:31
oihm3w,at least i got my lambo sure its a kit car but its still a lambo imho,2021-07-11 18:56:22
oihmnt,you are changing the game keep it up and take no ones advice but your own,2021-07-11 18:57:21
oihmva,carvana insider selling is unbelievable how can the quantity and continuity of the selling not raise red flags what is all the proceeds used for is the proceeds put back into the company,2021-07-11 18:57:42
oihmvc,government regulations are in this feed much wow,2021-07-11 18:57:42
oihnpu,stock cei any good,2021-07-11 18:59:16
oihq4u,$spce this is going to be crazy some of the call options are sold or removed from the market wow up to $ all empty,2021-07-11 19:03:21
oihqn4,stock cei is it doing good will it do good help me please,2021-07-11 19:04:16
oiht51,if this doesnt make you jacked to the tits i dont know what will 🚀🚀🚀,2021-07-11 19:08:31
oihtyh,gonna enter the stock scene bs,2021-07-11 19:09:58
oihu9q,confirmation bias for this week,2021-07-11 19:10:34
oihup6,this chart spells trouble for sampp broad based us stock market,2021-07-11 19:11:22
oihwn9,sgoc on fire,2021-07-11 19:14:49
oihzt2,me preparing for another week of investing,2021-07-11 19:20:19
oii00n,this chart spells trouble for sampp with correlation,2021-07-11 19:20:40
oii00z,my mom sent me this from her local paper thanks for the reminder to buy more mom,2021-07-11 19:20:41
oii0kc,viac tendies,2021-07-11 19:21:39
oii0l1,why gme has found its bottom and could begin the next meme rally technical analysis,2021-07-11 19:21:42
oii1s2,hd footage of todays crewed spaceflight cheers to all fellow spce apes 🚀,2021-07-11 19:23:49
oii1z4,starting a gofundme to cover startup costs for my small family business,2021-07-11 19:24:11
oii26z,🖐,2021-07-11 19:24:36
oii2vb,i got k shares of spce dollar average lets do it guys,2021-07-11 19:25:56
oii40a,today i sold my soul to amc to buy more,2021-07-11 19:27:59
oii4t2,newest hd footage of todays crewed spaceflight cheers to all fellow spce apes 🚀,2021-07-11 19:29:21
oii60i,am i a tard,2021-07-11 19:31:29
oii6ja,whats the perditions for black rock short term,2021-07-11 19:32:25
oii6tc,all in for the amc another week apes lets show unity,2021-07-11 19:32:56
oiie39,dr shabir ally sampp will rise another between july and dec,2021-07-11 19:46:09
oiietv,rate my millennial portfolio 🤩,2021-07-11 19:47:25
oiighg,best webinar to make money online,2021-07-11 19:50:12
oiih6y,rate my millennial portfolio,2021-07-11 19:51:28
oiihmn,why gme has found its bottom and could begin the next meme rally technical analysis,2021-07-11 19:52:14
oiik0w,is this what solid dd looks like,2021-07-11 19:56:27
oiioiq,short interest different on multiple sites am i stupid,2021-07-11 20:04:14
oiis88,i like the coin😎,2021-07-11 20:10:46
oiit1q,let me further clear up the air on gme and amc,2021-07-11 20:12:08
oiiwyi,a sign for the week to come spotted from my front door,2021-07-11 20:19:01
oiixdw,$clov dd fundamental technicals catalysts amp growth short squeeze potential gamma squeeze potential,2021-07-11 20:19:46
oiiz4g,$agri thoughts on agriforce growing systems future of agriculture need this after we colonized mars recent ipo,2021-07-11 20:22:48
oij17h,positive rsi divergence closing above could cause the stock breakout and jump to around,2021-07-11 20:26:31
oij1rh,upcoming coin to rival bitchcoin,2021-07-11 20:27:29
oij2xc,apes strong amc 🚀🎯🌕,2021-07-11 20:29:30
oij3gx,$psfe positive rsi divergence closing above could cause the stock breakout and jump to around technical analysis preearning run,2021-07-11 20:30:28
oij49u,new to all this and just looking to get started in buying and selling stock is cash app a decent platform again completely new and im ignorant on this,2021-07-11 20:31:56
oij5zj,hey new to this and just wondering if cash app is a decent platform for buying and selling stock,2021-07-11 20:34:53
oij8h8,new to buying and selling stock and just wandering if cashapp was a good platform to start on and what are good places to start investing,2021-07-11 20:39:24
oij9wo,new to buying and selling stock i was just wondering if cash app was a good platform to use or start with also what are some good places to start buying stock,2021-07-11 20:42:02
oijaq6,those of you that started investing this year…,2021-07-11 20:43:30
oijctl,my moral compass would i be labeled a paper handed b for selling some position on amc for some spce tomorrow,2021-07-11 20:47:13
oijibq,orcl 🚀🚀🚀,2021-07-11 20:56:46
oijiro,spy outlook delta hedging and significant strikes for the week ending july,2021-07-11 20:57:33
oijjq7,$viacto infinity and beyond,2021-07-11 20:59:12
oijloo,join year old ava roses nude discord,2021-07-11 21:02:13
oijlva,a bit of visual poetry to lighten to set the tone for monday,2021-07-11 21:02:33
oijlz7,$baba bitches,2021-07-11 21:02:44
oijmbk,a bit of visual poetry to set the tone for monday,2021-07-11 21:03:20
oijqr7,microcaps aka top penny stocks to know,2021-07-11 21:11:21
oijs05,amc is going to be volatile tomorrow,2021-07-11 21:13:39
oijug1,btcusd seems like it is preparing for a good move,2021-07-11 21:18:05
oijv6u,where are blackberry ivy demo applications,2021-07-11 21:19:30
oijy7i,mvis,2021-07-11 21:25:12
oijyxv,thoughts on amc for this week,2021-07-11 21:26:40
oik04k,virgin galactic successfully completes first fully crewed spaceflight,2021-07-11 21:28:49
oik1q4,amazon site is down $wish steps in,2021-07-11 21:31:48
oik2ba,historic moment for $amc tomorrow go all in and push these hedgies to the brink apestrong,2021-07-11 21:32:55
oik31q,plug power plays,2021-07-11 21:34:23
oik3i2,amazon site down $wish to gain momentum thousands of users affected,2021-07-11 21:35:15
oik3jo,$ spce calls im predicting realistically $ish but i would love to see it rocket past $,2021-07-11 21:35:19
oik3mw,run from dinos im new here but i am located in colombia medellin hopefully i will create a community that helps me to slay a bank here named bancolombia are you in,2021-07-11 21:35:29
oik4nj,cnbc sampp could hit end of year analyst,2021-07-11 21:37:26
oik512,amazon site down thousands of users affected $wish‐,2021-07-11 21:38:10
oik5u2,analyst sees meltup with sampp hitting upside from current levels,2021-07-11 21:39:41
oik91c,justin bieber lady gaga tom hanks elon musk reported to have tickets,2021-07-11 21:46:10
oikbh2,analyst raises end of year targets for sampp gamestop amp amc,2021-07-11 21:50:50
oikfb9,tomorrows spce price elon musk wsb and more,2021-07-11 21:58:39
oikgxf,add more wish last week $ coming soon lfg 🚀🚀🚀🚀🚀🚀🔥🔥🔥🔥🔥🔥,2021-07-11 22:01:33
oikjh0,they are fucked buy amc and gme,2021-07-11 22:06:33
oikjmn,jeffrey bezos remix credit to uwololo for inspiration,2021-07-11 22:06:52
oikkni,please comment on thread,2021-07-11 22:08:50
oikl98,gotta love me some $amc,2021-07-11 22:10:00
oikla1,moon to the moon 👀🌚,2021-07-11 22:10:03
oikm8x,whats everybodys thoughts on $amc this week amc go brrrr,2021-07-11 22:11:56
oikm9u,webapp to track daily short interest of stocks,2021-07-11 22:11:57
oiko5o,reality imitating art $spce,2021-07-11 22:15:39
oiko6w,when a quant joins wsb,2021-07-11 22:15:43
oikp36,dont give up they can change,2021-07-11 22:17:27
oikpcn,zsan what are your thoughts on this company,2021-07-11 22:17:57
oikt2r,webapp to track daily short volume,2021-07-11 22:25:37
oikw6r,saw this on a japanese grocery store and i couldnt stop laughing now tell me which one of you retards did this 😂,2021-07-11 22:31:40
oikx7z,sold my first option,2021-07-11 22:33:39
oikypb,im holding till it gets to the moooonn ill save my berries,2021-07-11 22:36:39
oikywt,a german fast finance group lets talk,2021-07-11 22:37:04
oil0w2,clf clevelandcliff clf clf clf,2021-07-11 22:41:02
oil56z,spce on st petersbug exchange were gonna break above $ today,2021-07-11 22:49:46
oil669,$clov when the price was high everyone was clapping and urging to buy but at the bottom there is no one to advise you now you can say yolo,2021-07-11 22:51:49
oil6wh,spce on st petersbug stock exchange were gonna break above $ today,2021-07-11 22:53:26
oil7by,spce on st petersbug stock exchange were gonna break above $ today,2021-07-11 22:54:21
oil7fg,how long it receipts to grow monetized on youtube the appraisal procedure google adsense,2021-07-11 22:54:32
oil7xy,spce on st petersburg stock exchange were gonna break above $ today,2021-07-11 22:55:41
oil8jj,made it official with my new psn name,2021-07-11 22:57:01
oil8uj,spce on st petersburg stock exchange were gonna break above $ today,2021-07-11 22:57:42
oilcml,best buy will be please buywhat do you think,2021-07-11 23:05:41
oilfov,monday is for big bulls,2021-07-11 23:12:28
oilibp,ask,2021-07-11 23:18:18
oilj1t,how about nakd,2021-07-11 23:19:49
oiljua,should i buy nakd,2021-07-11 23:21:31
oilndw,wanna dance,2021-07-11 23:29:27
oilnkv,hear me out,2021-07-11 23:29:50
oilsbk,$spce million from customers,2021-07-11 23:40:17
oilvzq,most useful technical signal,2021-07-11 23:48:18
oim0ff,i am not fking selling i hodl crash from to $ i hodl to it when it hit $ last month i will hodl for the life time infact i am buying if it dips below shares for every $ drop😁😁,2021-07-11 23:57:54
oim23m,hive rocket,2021-07-12 00:01:08
oim2nl,,2021-07-12 00:02:16
oim57s,hive goes high,2021-07-12 00:07:34
oim5fr,i need help retards please fr,2021-07-12 00:08:03
oim68o,i need help retards please fr,2021-07-12 00:09:52
oim7s6,am i doing this right,2021-07-12 00:13:13
oim8ia,sign me up,2021-07-12 00:14:48
oim8mu,any bowlers out there,2021-07-12 00:15:03
oima1c,new shorted growing stock,2021-07-12 00:18:14
oimfyh,im a trying to hit gme with buckaroos what you guys think its my best call option,2021-07-12 00:31:59
oimgxi,i got $ and im trying to do a yolo move with a call option what you guys think its the best way to go,2021-07-12 00:34:12
oimjrs,psth icln amp pltr really made my savings bleed slowly especially psth worst investment of life time,2021-07-12 00:40:41
oimpu2,hey guys there is a little french company called neovacs,2021-07-12 00:55:05
oimr5u,virgin galactic 🚀🚀🚀,2021-07-12 00:58:03
oimrw4,im watching $hut next week,2021-07-12 00:59:45
oimvon,sampp index may reach points energy stocks are expected to soar,2021-07-12 01:08:01
oimvyv,$ocgn picture of the moon from kauaihi thats all see everybody tomorrow 😎🦍💰,2021-07-12 01:08:45
oimw5y,irbt undervaluation,2021-07-12 01:09:12
oimxwn,do you have any peter thiel roth ira hail mary throws,2021-07-12 01:13:02
oimy7r,is anyone else tracking avpts ungodly low share price,2021-07-12 01:13:47
oin0bh,,2021-07-12 01:18:32
oin1z5,newborn town takeaways from boci internet going global corporate day,2021-07-12 01:22:25
oin32e,$nmtr upside,2021-07-12 01:24:56
oin57q,space stocks are the new november ev boom take me to the moon $astr 🚀🚀🚀,2021-07-12 01:30:00
oin5c0,anybody elses ameritrade app acting funky right now,2021-07-12 01:30:15
oin73t,lets squeeze the short together and fly to space musk and branson on a mission space is finally attractive again,2021-07-12 01:34:15
oin9iv,$spce congratulations folks for holding were almost up with the volume of million expect it to $ with support of all apes here ❤️,2021-07-12 01:39:52
oinbnf,sampp index may reach points energy stocks are expected to soar,2021-07-12 01:44:56
oinhqv,cientos de cubanos protestan al grito de “abajo la dictadura” en varias ciudades de cuba,2021-07-12 01:59:49
oini3d,fraternal association of gambling gentlemen and yacht degenerates for july,2021-07-12 02:00:19
oinlsi,any news about sofi,2021-07-12 02:08:59
oinmit,i got a request for a video on how to make a scanner that will alert you every time xyz happens in toshope this helps some of you,2021-07-12 02:10:46
oinogn,sofi im not fcking selling,2021-07-12 02:15:30
oinoh0,i got a request for a video on how to make a ta scanner that will alert you every time xyz happens in toshope this helps some of you,2021-07-12 02:15:31
oinq06,novn,2021-07-12 02:19:33
oinsz6,double down on btcm,2021-07-12 02:26:46
oinv7k,options,2021-07-12 02:32:09
oinw3k,options,2021-07-12 02:34:11
oinwsf,reasons why you should buy tme now,2021-07-12 02:35:44
oinyvr,everyone needs an $uncle lfg family dontbuyunclecom,2021-07-12 02:40:43
oinzcj,how the us market operates,2021-07-12 02:41:46
oio61q,unleash the bulls,2021-07-12 02:58:07
oio72l,daily discussion thread for july,2021-07-12 03:00:13
oio7i0,daily popular tickers thread for july spce amc gme,2021-07-12 03:00:57
oio7w1,hold or sell spce,2021-07-12 03:01:45
oio7yq,the fucken power i hold unseen,2021-07-12 03:01:55
oio8tg,stock market crash in,2021-07-12 03:03:45
oio9fk,what if i told you there was a profitable cash flow positive company involved in evs autonomous driving and lithium batteries and that this company was trading at a pe of would that be something you might be interested in,2021-07-12 03:05:09
oiock6,big reasons why i am all in gme,2021-07-12 03:12:11
oiodod,the overnight rrp hit usd billion yolo,2021-07-12 03:14:39
oiof2f,anyone still holding this shit,2021-07-12 03:17:39
oioft3,stock broker office setup need help for tradingturrets,2021-07-12 03:19:12
oiogov,spce tapped out,2021-07-12 03:21:06
oiohhm,big reasons why i am all in gme,2021-07-12 03:22:48
oiojmz,spce up premarket so far,2021-07-12 03:27:33
oiojrt,amcs foot traffic jumped as summer movie season kicked off bad news for shorts,2021-07-12 03:27:49
oioknd,big reasons why i am all in gme,2021-07-12 03:29:52
oiomhx,when you know theyre desperate,2021-07-12 03:33:57
oion09,so obviously the next hot thing is spce virgin galatic will this lawsuit make spce stock plummet to the ground or its wont do shit im about to drop k in spce,2021-07-12 03:34:59
oiooiq,i checked marketbeat airi insiders and institutions continously buy airi shares,2021-07-12 03:38:15
oioqy4,did i do it right 🚀🎉,2021-07-12 03:43:48
oiose0,im fucking all in on vxrt shits underpriced as fuck see yall on the otherside 💎💎💎,2021-07-12 03:47:04
oioum7,branson completes virgin galactic flight aiming to open up space tourism,2021-07-12 03:51:51
oiouot,sgoco stockchinese companyup in a day is this the easiest short in our life or what need help,2021-07-12 03:52:01
oiovek,most anticipated earnings releases for the next weeks only showing confirmed release dates,2021-07-12 03:53:40
oioyd6,whats the best play assuming catastrophic climate shift,2021-07-12 04:00:03
oip1h5,anyone notice i hope its a good sign,2021-07-12 04:05:58
oip2f2,big reasons why i am all in gamestop,2021-07-12 04:07:54
oip567,newbie heredumb question where is the best place to buy stock 🤷🏼‍♀️,2021-07-12 04:13:42
oip6j5,st infamous d event,2021-07-12 04:16:32
oip6y6,just a reminder the deadline of the shen special dividend of $ per share is tonight,2021-07-12 04:17:21
oip8oa,feeling good about this week i think amc is gonna be green,2021-07-12 04:20:42
oip94j,wanna know how bb is going to rise to the top,2021-07-12 04:21:40
oip9lv,tempest therapeutics it aint much but its honest work,2021-07-12 04:22:34
oipb6n,i am getting a rocket tattoo this week if all goes well with $spce $ by eod and its on my body will be posting the picture by eow or ban,2021-07-12 04:25:48
oipbep,not the veneers,2021-07-12 04:26:16
oipbr7,nate anderson declares war on wsb wbb readers and users here now lets rally up clov and buy and hold for tendies lets shiw that his little insult wont hurt us wsb is stronger than ever,2021-07-12 04:27:00
oipcai,which mod is the shill that doesnt like the movie theaters,2021-07-12 04:28:03
oipco2,a friendly reminder you didnt come this far to only come this far hodl amc,2021-07-12 04:28:47
oipcpg,astr the company has a focus on broadband connectivity gps services weather among other verticals,2021-07-12 04:28:51
oipd7g,spce to the moon 🚀,2021-07-12 04:29:49
oipdze,sub is a dead cat,2021-07-12 04:31:18
oipf1s,elon musk will fly to space with virgin galactic,2021-07-12 04:33:28
oipfe4,incoming,2021-07-12 04:34:12
oipfmz,is wallstreetbetscom dex legit,2021-07-12 04:34:42
oipg31,nate anderson declares war on wsb wsb readers and users here now lets rally up clov and buy and hold for tendies lets show that his little insult wont hurt us wsb is stronger than ever get behind clov not to bankrupt the hedgies but to force the squeeze,2021-07-12 04:35:33
oipg51,down like $ on spce ill update you after today,2021-07-12 04:35:40
oipgu5,amc hold,2021-07-12 04:37:02
oipgyu,is wallstreetbetscom dex legit,2021-07-12 04:37:20
oiphpn,ai based etf bets big on amc,2021-07-12 04:38:44
oipio2,artificial intelligence is on the side of apes teslafames aibased etf sells facebook walmart and buys amc,2021-07-12 04:40:27
oipj9c,forecasted earnings for the most popular wsb tickers $gme $amc $bb $psfe $sofi $spce $tsla $amd $nvda $clf,2021-07-12 04:41:38
oipjcr,aitx q this week i know this stock is for more fundamental stocks but mvis was a penny stock last year and look what it did aitx is the future,2021-07-12 04:41:50
oipksa,amc opening on a down note,2021-07-12 04:44:39
oiplau,mtsl,2021-07-12 04:45:42
oiplcp,aitx is beginning to show strong fundamentals and may be a similar mvis breakout candidate,2021-07-12 04:45:48
oiplgf,spce ad i got,2021-07-12 04:46:01
oipnet,today medigene ag is breaking out the company is valued at around million despide several clinical trials and a collaboration with bluebird bio inc,2021-07-12 04:49:52
oipoo5,$spce,2021-07-12 04:52:18
oipq0n,lac on the move,2021-07-12 04:54:49
oipr5e,$spce lol,2021-07-12 04:57:00
oipu76,$space cathie wood on twitter,2021-07-12 05:02:11
oipv3d,musk metals up to the moon 🧨🚀🚀,2021-07-12 05:03:47
oipv4a,this is why i dont trust analysts anymore they cant be serious 🤷‍♂️🦍🦧🍌🍌💎💎,2021-07-12 05:03:49
oipwra,cathie wood on twitter,2021-07-12 05:06:44
oipx0n,$sgoc $xela to the moon 🚀🚀🚀,2021-07-12 05:07:14
oipxgr,cathie wood on twitter,2021-07-12 05:08:00
oipycc,should i hold sofi shares,2021-07-12 05:09:33
oipzaq,simpsons lol,2021-07-12 05:11:11
oiq0vt,help me pay the house off boysgirls,2021-07-12 05:13:59
oiq130,🤣,2021-07-12 05:14:25
oiq34d,wallstreetbets discord is a joke,2021-07-12 05:17:52
oiq4ix,spce,2021-07-12 05:20:21
oiq7zd,elon musk on twitter,2021-07-12 05:26:24
oiq8f3,congratulations beautiful flight at the opening,2021-07-12 05:27:08
oiq9jm,elon musk on twitter,2021-07-12 05:29:11
oiqay7,it looks like short sellers are targeting enzc any thoughts on holding stock,2021-07-12 05:31:34
oiqb08,undervalued af in an overvalued market morgan stanley $ms will explode soon,2021-07-12 05:31:40
oiqdyt,zillow group inc ticker zg and z brief breakdown,2021-07-12 05:36:49
oiqe0i,buy bitcoim,2021-07-12 05:36:55
oiqfvd,amd,2021-07-12 05:40:09
oiqgm6,wkhs news,2021-07-12 05:41:31
oiqiol,my faith in bb is diminishing,2021-07-12 05:45:01
oiqirm,need halp i wish i understood wish,2021-07-12 05:45:09
oiqkip,my faith in $bb is diminishing,2021-07-12 05:48:08
oiqlpt,my faith in $bb is diminishing,2021-07-12 05:50:16
oiqodq,recaf,2021-07-12 05:55:02
oiqok3,first time buyer,2021-07-12 05:55:20
oiqq6m,drone delivery company takof,2021-07-12 05:58:17
oiqqrf,recaf,2021-07-12 05:59:15
oiqqt3,my faith in $bb is diminishing,2021-07-12 05:59:20
oiqsuf,artificial intelligence is on the side of apes teslafames aibased etf sells facebook walmart and buys amc,2021-07-12 06:02:08
oiquz6,first time buyer fresh into the world of stocks i have $ to invest what should i start with thinking about disney or apple but i know those are the newbie go toos what would you suggest,2021-07-12 06:05:35
oiqvau,didi meme crush ccp ultimate short squeze,2021-07-12 06:06:08
oiqvzx,hodl,2021-07-12 06:07:18
oiqws4,virgin galactic in the top 🚀,2021-07-12 06:08:38
oiqx6q,we will live forever,2021-07-12 06:09:18
oiqxhy,puts on lmnd,2021-07-12 06:09:49
oiqxjm,$ttcf goes into nations largest grocer with skus,2021-07-12 06:09:53
oiqxq7,$goed stock waking up again premarkt up,2021-07-12 06:10:11
oiqyeb,i need to day trade today in profits,2021-07-12 06:11:19
oiqyec,inspired by my favorite artist hedgies r fuk let me know what you guys think,2021-07-12 06:11:20
oiqyp0,the next spotify,2021-07-12 06:11:50
oiqzjs,puts on lmnd,2021-07-12 06:13:15
oiqzl0,💪🏾🐶 missed every other d o g e well dont miss this one introducing sumo d o g e the strongest pup on bsc 💪🏾🐶💰rewards to holders💰🚫🐳antiwhale features🚫🐳 ✅ safu ✅,2021-07-12 06:13:18
oir0ix,sec,2021-07-12 06:14:51
oir4bj,💎🤲🏼🦍,2021-07-12 06:21:01
oir52v,coin is oversold on fee compression and is getting no credit for their cloud service,2021-07-12 06:22:12
oir5ig,goldman sucks forecasts predictions are based on trustworthy analysis tools,2021-07-12 06:22:51
oir607,airi institutional buying almost $m for q,2021-07-12 06:23:43
oir6bp,clov looks like it might take move up again,2021-07-12 06:24:15
oir7gp,when calls start printing jeffrey jeffrey bezos 🎵,2021-07-12 06:26:08
oir7ss,💎🤲🏼,2021-07-12 06:26:41
oir7t1,i leave it with that,2021-07-12 06:26:42
oir8hu,k i saved up this year all on $wish wish me luck 😅,2021-07-12 06:27:52
oir91m,$$verb$$,2021-07-12 06:28:46
oira5p,$carv short interest,2021-07-12 06:30:33
oiravn,amc theatres® sets another postreopening weekend attendance,2021-07-12 06:31:42
oirbr7,meet tattooed chef the growth stock youve never heard of update,2021-07-12 06:33:07
oird1e,sgoco,2021-07-12 06:35:07
oire7r,rip $spce robinhood on their shit again,2021-07-12 06:36:54
oirezh,spce halted,2021-07-12 06:38:06
oirf11,looks like robinhood is at it again🤦‍♂️,2021-07-12 06:38:11
oirf5d,they started with this bs why are they halting spce im just trying to make it to the moon also with this stock,2021-07-12 06:38:22
oirff4,$wish former google executive to drive enhancement of wishs core product suite and the creation of new technology solutions,2021-07-12 06:38:48
oirfz8,$spce trading has been halted,2021-07-12 06:39:39
oirg16,$$clne$$🚀🚀🚀,2021-07-12 06:39:44
oirg59,carol roth absolutely crushes it in this pro ape 🦍 opinion piece 😲😍🔥☄️⚡️,2021-07-12 06:39:54
oirgf0,can anyone explain wtf is going on with $sgoc,2021-07-12 06:40:22
oirggs,i didnt get to take screenshots before selling but my $spce calls from last week just shit the bed… i lost $k from this but i should live through this this is for the people who did want to know what happened should i buy again lmao,2021-07-12 06:40:26
oirgye,casual survey travelling post covid all welcome,2021-07-12 06:41:15
oirhgp,cybl lets go,2021-07-12 06:41:57
oirhk3,why,2021-07-12 06:42:05
oirht8,why is spce down why the succes might be priced in but then at least stay flat anyone disappointed they didt reach the moon so many questions this morning,2021-07-12 06:42:28
oiri2w,$wish appoints farhang kassaei as chief technology officer,2021-07-12 06:42:51
oiritz,$levi is a longterm hold stock initially popped after earnings but ended the day down or close to it and has been flat every analyst i see has raised their price target after the huge top and bottom line beats the market last week was shitthis week well see some big gains,2021-07-12 06:44:04
oiriug,$ million mega yacht sighting of former sec chair,2021-07-12 06:44:04
oirixx,does anyone know what the fuck is going on with spce,2021-07-12 06:44:14
oirj4y,spxe,2021-07-12 06:44:32
oirjr2,russell mooning small businesses are back baybee,2021-07-12 06:45:25
oirjsi,$wish is heading up this morning,2021-07-12 06:45:29
oirjwj,xela expands its offering in aienabled automation in the bpa space with idp combined with its robotic process automation,2021-07-12 06:45:40
oirjx3,i hated it,2021-07-12 06:45:41
oirk4e,why is spce tanking,2021-07-12 06:46:00
oirkca,$spce took a shit on open rip me,2021-07-12 06:46:20
oirkfu,spce,2021-07-12 06:46:29
oirkfy,$wish is on the uptrack,2021-07-12 06:46:29
oirko8,does anyone know what the fuck is going on with spce,2021-07-12 06:46:49
oirl0w,spce,2021-07-12 06:47:22
oirl21,great article my fellow apeshodl hodl to the death,2021-07-12 06:47:25
oirl4i,amc squeeze happening now on sgoc stock,2021-07-12 06:47:31
oirl76,johnson amp johnson💰💰💰,2021-07-12 06:47:38
oirlgi,what the fuckkk is with that depth graph hahahhaa 😆😅🤣,2021-07-12 06:48:03
oirlws,rkt,2021-07-12 06:48:45
oirlz4,sosclov☘,2021-07-12 06:48:50
oirlza,$spce into the friggen ground,2021-07-12 06:48:50
oirnai,sosclov ☘,2021-07-12 06:50:50
oirnf0,sell spac buy gme 🤣,2021-07-12 06:51:01
oirnu4,did i do this right,2021-07-12 06:51:37
oiro6q,the the hell is happening to $spce,2021-07-12 06:52:12
oirogg,spce dropped $ what,2021-07-12 06:52:34
oiroit,sosclov,2021-07-12 06:52:40
oirokc,$crtd,2021-07-12 06:52:43
oiromt,$spce why are we falling,2021-07-12 06:52:49
oirp9f,thoughts on $clov,2021-07-12 06:53:46
oirpiu,pdll can this british stock go x x diamonds,2021-07-12 06:54:10
oirpxj,$$clne$$ ma🚀🚀🚀,2021-07-12 06:54:49
oirq54,$spce s mixed shelf went effective today was filed on,2021-07-12 06:55:07
oirqvp,wish appoints former google ebay exec farhang kassaei to newlycreated cto position,2021-07-12 06:56:14
oirr1l,tsla either gonna get rejected or jump here,2021-07-12 06:56:29
oirrak,$$clne$$ ma🚀🚀🚀🚀,2021-07-12 06:56:51
oirrpr,is amc still on the threshhold securities list i did not see it there friday i am curious af to know if and when they got off the list,2021-07-12 06:57:29
oirs3m,rock solid not selling amc,2021-07-12 06:58:06
oirsb8,omhi onemart announces construction of new sq ft super store on tortola british virgin islands anticipated opening before end of store will sell food and general merchandise,2021-07-12 06:58:24
oirsss,wtf is going on over at fox business is dedication to the pun more important than accuracy in the headline,2021-07-12 06:59:08
oirst0,uiamsupercookie this morning,2021-07-12 06:59:09
oirt22,im getting f€k€d🤬🤬🤬🤬,2021-07-12 06:59:33
oirt7c,why does branson act like such a douche,2021-07-12 06:59:46
oirt81,added more shares today 📈🇺🇸,2021-07-12 06:59:49
